method,approx_func,loss,a,b,iterations
brute_force_opt,linear_approx,106.84247553422418,0.7989999999996917,0.8819999999996826,16008001
brute_force_opt,rational_approx,106.70592369457854,0.9469999999996754,-0.4710000000001684,16008001
gauss_opt,linear_approx,106.84250166902328,0.799091407948036,0.8824239375417294,921
gauss_opt,rational_approx,106.70868103973199,0.9548819746445869,-0.4634200184673076,721
nelder_mead_opt,linear_approx,106.8424763674722,0.7987248595941002,0.8822652696744909,113
nelder_mead_opt,rational_approx,106.70590329826766,0.9476295383569161,-0.47018536854393295,121
