n,const_,sum_,prod_,direct_poly,horners_poly,bubblesort.sort,quicksort.sort,timsort.sort,matrix_mult
138,1.1497999366838484e-06,6.035239998709585e-05,5.9063600019726437e-05,9.495139997852675e-05,8.043140005611348e-05,0.004995437799971114,0.0008747238000069047,0.000998928800026988,0.00010982420003529114
139,1.240600022356375e-06,6.076759996176406e-05,5.8989599938286116e-05,9.624519998396863e-05,8.13361999917106e-05,0.005025474600006419,0.0008770138000727456,0.0010194774000410688,0.00011523740004122373
140,1.0899999324465171e-06,6.092060002629296e-05,5.949940000391507e-05,9.56106001012813e-05,8.218000002671033e-05,0.005150865799942039,0.000883754799997405,0.001085277799938922,0.00012009600000055798
141,1.2358000276435632e-06,6.118020000940305e-05,5.9932200019829904e-05,9.578959998179926e-05,8.138900006997574e-05,0.005288223399975323,0.0008874831999492016,0.0010461232001034658,0.00012121459999434592
142,1.3017999663134105e-06,6.099659995015827e-05,5.911899997954606e-05,9.724200003802252e-05,8.245300000453426e-05,0.005241619199978231,0.00090004320004482,0.0010539928000525833,0.0001267384000129823
143,1.1422000625316286e-06,6.171839995658957e-05,6.0187400049471765e-05,9.729819998938183e-05,8.426560002590122e-05,0.005509242800053471,0.0009056721999968431,0.0010663995999948383,0.00012852620006924552
144,1.0873999599425587e-06,6.085159998292511e-05,5.98018000346201e-05,9.889800003293203e-05,8.391579999624809e-05,0.005350527400014471,0.0009141567999449762,0.001118905400062431,0.00012515339999481513
145,1.3121999927534488e-06,6.175419994178811e-05,6.037959997229336e-05,9.819819993026613e-05,8.489020001434255e-05,0.005599321800036705,0.0009229653999682341,0.001070161999996344,0.00011907879998034332
146,1.3734000276599545e-06,6.210000001374282e-05,5.965499999547319e-05,0.00010034639999503269,8.470940001643612e-05,0.00553468520001843,0.0009270135999940976,0.0010898014000758848,0.00011921520003852493
147,1.375599913444603e-06,6.418759999178291e-05,6.019919997015677e-05,0.00010091959998135281,8.502880004925827e-05,0.005749968599957356,0.000935858200000439,0.001107361000003948,0.00012476659999265393
148,1.1835999885079218e-06,6.259980000322685e-05,6.079119998503302e-05,0.00010052060006273677,8.560799992665124e-05,0.005665243199973702,0.0009382068001286825,0.0011480157999812946,0.00012758720004057977
149,1.336599962087348e-06,6.189799996718648e-05,6.189060004544445e-05,0.00010076779994960816,8.769839996602968e-05,0.005804493399909916,0.0009498432000327739,0.0011000977999628958,0.0001308597999468475
150,1.215799966303166e-06,6.260780005504785e-05,6.15047999417584e-05,0.00010217059998467448,8.749540002099821e-05,0.005860245600069902,0.0009493557999576297,0.0011291382000308658,0.00013254380000944367
151,1.2556000001495704e-06,6.329100006041699e-05,6.0996199999863164e-05,0.00010239680000267981,8.762500006014307e-05,0.006084908399952837,0.0009610685999632551,0.0011473310000383208,0.00013311859997884313
152,1.127399991673883e-06,6.305740002972015e-05,6.0843399978693924e-05,0.00010329359993193066,8.78480000210402e-05,0.006034638200026166,0.0009678352000264568,0.0011960259999796107,0.000133844400079397
153,1.1498000276333187e-06,6.242180006665876e-05,6.181580001793919e-05,0.00010449000005792186,8.846480004649493e-05,0.0061954664000040795,0.0009757291998994333,0.0011573023999972066,0.00012930279999636695
154,1.1233999885007507e-06,6.324940000013157e-05,6.137020000096527e-05,0.00010400540004411596,8.904640008040587e-05,0.006171318999986397,0.000982939599907695,0.0011790817999553838,0.00012907900008940487
155,1.2632000107259956e-06,6.297579998317814e-05,6.137240002317413e-05,0.00010540160005803045,8.884460007720917e-05,0.006387728199933917,0.00098817300004157,0.0011799500000051922,0.00013241959991319163
156,1.1520000043674371e-06,6.327880000753794e-05,6.135780004115076e-05,0.00010551319992373465,8.996439996735716e-05,0.006252384399977018,0.0009938489999512968,0.0012479381999582983,0.0001299748000292311
157,1.2434000836947235e-06,6.351800002448726e-05,6.170780002321408e-05,0.00010707199999160366,9.045180004250142e-05,0.0067217845999948626,0.0010034358000211795,0.0011926667999887287,0.00014186959992912307
158,1.3503999980457593e-06,6.369640000229993e-05,6.27981999059557e-05,0.00010767700009637338,9.090920002563507e-05,0.006466788599982465,0.0010080372000174976,0.0012170888000582636,0.00014130719996501283
159,1.1129999620607122e-06,6.509959994218661e-05,6.24519999291806e-05,0.00010800160007420345,9.252999998352607e-05,0.006501330200035227,0.0010183129999404628,0.0012216669999816077,0.0001430264000191528
160,1.3176000265957555e-06,6.435260006583121e-05,6.246859998100262e-05,0.00010922700007540698,9.192360002998611e-05,0.006693360199915332,0.0010212872000010976,0.001296321400013767,0.00014820960000179185
161,1.3545999991038115e-06,6.441319997065875e-05,6.502480000563083e-05,0.00010965060000671656,9.366879999106459e-05,0.006805935400007001,0.001027202000022953,0.0012367845999960991,0.00013829959998474807
162,1.3263999790069647e-06,6.446659995162918e-05,6.300700001702353e-05,0.00011010379998879216,9.37553999847296e-05,0.006763505999970221,0.001038938399960898,0.0012458042000162094,0.00013845580001543568
163,1.3179999768908602e-06,6.475639997916005e-05,6.22170000042388e-05,0.00011141299996779708,9.384240001963917e-05,0.007080035599938128,0.0010436179999942397,0.001248531400005959,0.00014165360003062232
164,1.155800055130385e-06,6.430399998862413e-05,6.333480005196179e-05,0.00011213679995307757,9.468900007050251e-05,0.006935248999980104,0.0010518437999962771,0.0013437890000204788,0.0001436822000414395
165,1.2149999747634866e-06,6.583900003533926e-05,6.393120006578101e-05,0.00011385160000827454,9.550919999128382e-05,0.007434081999963382,0.0010660412000106589,0.0013895520000460238,0.00175822939995669
166,1.2212000456202076e-06,6.457220006268471e-05,6.308179995357932e-05,0.00011342920001879974,9.615220001251146e-05,0.007113050999987536,0.00106774740002038,0.0012772158000643684,0.0001635606000036205
167,1.297999961025198e-06,6.512339996334049e-05,6.350879993988201e-05,0.00011420640007600013,9.630959998503385e-05,0.007395166999958747,0.0010779724000258284,0.001303892599980827,0.00015932539999994333
168,1.113599955715472e-06,6.556899993483966e-05,6.32543999927293e-05,0.00011519360004967894,9.688279997135396e-05,0.0072872611999173385,0.0010841625999546522,0.0013607617999241484,0.00014771399996789115
169,1.3356000181374839e-06,6.875279996165773e-05,6.726659999003459e-05,0.00011568100003387372,9.980080003515467e-05,0.007446307000054731,0.0010891692000313923,0.0013372310000249854,0.0001555253999413253
170,1.3674000001628883e-06,7.032860003164387e-05,6.884220001666109e-05,0.00011540959999365442,9.858240005087283e-05,0.007500503199980813,0.00109567440003957,0.001342961199952697,0.0001548709999951825
171,1.4692000149807427e-06,7.054060001792095e-05,6.915520007169106e-05,0.00011540099994817865,9.876200006146974e-05,0.007662215600066702,0.0010992777999945247,0.0013530197999443772,0.0006557726000210095
172,1.3434000265988288e-06,7.00368000252638e-05,6.8909200035705e-05,0.0001203358000566368,0.00010064040002362162,0.007837570400033656,0.0011131528000078105,0.0014169386000048689,0.0001572756000314257
173,1.5393999547086422e-06,7.077879999997094e-05,7.01308000316203e-05,0.0001197931999740831,9.983519998968404e-05,0.007866258200010634,0.0011103994000222883,0.0013623956000174075,0.00016303819998029213
174,1.276199964195257e-06,7.094040006450086e-05,6.946579997020308e-05,0.000122471399981805,0.00010149260001526272,0.007875894399967364,0.0011229418000311853,0.0013767594000455574,0.0001522009999916918
175,1.4320000445877667e-06,7.084019998728763e-05,6.922060001670615e-05,0.00012119340003664547,0.00010202779999417544,0.007991076600001179,0.001131068199993024,0.0013901926000016828,0.00016368000001421024
176,1.5117999282665552e-06,7.121200001165562e-05,6.931300008545804e-05,0.00011986760005129326,0.00010251419998894563,0.007916514199996528,0.0011375701999440935,0.0014616281999678903,0.0001629874000173004
177,1.2438000339898282e-06,7.191959998635866e-05,6.890679997013649e-05,0.00012068500000168569,0.00010429140002088388,0.0082575936000012,0.0011448410000411968,0.001484367599914549,0.00016471060002913872
178,1.5269999948941404e-06,7.178619994192559e-05,6.938439996702072e-05,0.00012367980002636614,0.00010431399996377878,0.00832125800002359,0.0011629721999270259,0.0014263972000208014,0.0012461485999665455
179,1.5086000075825723e-06,7.282240003405604e-05,6.936499999028456e-05,0.00012057239996465796,0.00010541520000515448,0.009281514600024821,0.0011623457999576203,0.0014369790000273498,0.0002651703999617894
180,6.990000201767544e-07,3.8386200003515114e-05,4.759479993481364e-05,4.6216399960030684e-05,4.310220001570997e-05,0.002973972799918556,0.00045311580006455186,0.0005659034000473184,0.00024422339993179776
181,6.804000349802664e-07,3.253680006309878e-05,3.1220400023812546e-05,4.3833600011566885e-05,3.772219997699722e-05,0.0076693308000358226,0.0012172962000477129,0.0014591165999263468,0.00016761459996814665
182,1.5664000329707051e-06,7.30615999600559e-05,7.060099997033831e-05,0.00012308919999668433,0.00010662899999260844,0.008558270599996831,0.0011769727999762837,0.0014517575999889233,0.00016511080002601375
183,1.3475999821821461e-06,6.780200001230697e-05,6.653320001532847e-05,0.00012305940003898286,0.00010490179997759696,0.008846658799939178,0.0011865759999636794,0.0014719673999934457,0.00016336880007656874
184,1.1703999916790052e-06,6.751579994670464e-05,6.588460000784835e-05,0.000123566399952324,0.0001054335999469913,0.008948712200071896,0.0011961206000250968,0.001552706800021042,0.00016475280003760417
185,1.19420001283288e-06,6.770699997105112e-05,6.676059997516859e-05,0.0001258185999631678,0.00010584400006337091,0.008998704199984785,0.0012279615999887029,0.0015031028000066725,0.0001638874000036594
186,1.3171999853511806e-06,6.765200000700134e-05,6.797799997002585e-05,0.00012543559996629482,0.00010670699998627242,0.00908809199991083,0.0012078288000338944,0.0015158612000504945,0.00016556440004933393
187,1.2636000064958352e-06,6.776780001018778e-05,6.794260002607189e-05,0.0001261672000055114,0.00010724520002440841,0.009153158999970401,0.0012132398000176182,0.0014959443999941868,0.00017086619996007358
188,1.2374000107229221e-06,6.830939996689267e-05,6.651119997513888e-05,0.00012792579991582897,0.00010679700003493053,0.009327189600026032,0.0012206954000248515,0.0015985579999323817,0.00017228659994543704
189,1.231199985340936e-06,6.83762000335264e-05,6.731259995831351e-05,0.000127145600026779,0.00010759099995993893,0.009457839400010926,0.0012310416000218538,0.001526434400011567,0.00018680200005292136
190,1.1603999610088067e-06,6.99879999501718e-05,9.003739996842342e-05,0.00012904019999950833,8.616880008958106e-05,0.00945582919998742,0.0012360495999473643,0.001556925200020487,0.000193660800005091
191,1.1251999694650294e-06,6.875100007164292e-05,6.73466000080225e-05,0.00012879600003543601,0.00010945240001092316,0.009611251600017568,0.0012404353999500017,0.001566208199983521,0.00020353299992166286
192,1.2043999959132635e-06,6.884019994686241e-05,7.3270400025649e-05,0.000129540200032352,0.000109831400004623,0.009841037200067149,0.0012516647999291307,0.0016593813999861596,0.00017380920003233767
193,1.1208001069462625e-06,6.922359998497995e-05,7.043179998618143e-05,0.00012989019996894057,0.00010723080004026997,0.009295084400037013,0.0012609614000211877,0.0015790099999321682,0.00022602519998145
194,1.3513999874703586e-06,6.982619997870642e-05,7.01140000273881e-05,0.00013020880001022306,0.00011048639994442056,0.009615234199964106,0.0012603099999523692,0.0015872356000272703,0.0002257427999666106
195,1.3255999874672853e-06,6.973680006012728e-05,6.974859993533756e-05,0.00013162260001990943,0.00011200079998161528,0.010193146000028718,0.0012732992000110243,0.0015904666000096767,0.00023483679997298167
196,1.3037999906373443e-06,6.967960007386864e-05,7.441380003001541e-05,0.00013142959996912396,0.00011184340000909287,0.010147883999934493,0.0012796678000086103,0.0017074735999813128,0.000230936800062409
197,1.1438000456109875e-06,6.935559999874386e-05,7.238040002448543e-05,0.0001317098000072292,0.00011208100004296284,0.009922367199988003,0.0012851211999532098,0.0016354280000541622,0.00031951100004334876
198,1.3112000033288495e-06,6.998180001573928e-05,7.962199997564312e-05,0.0001323515999956726,0.00011367300003257696,0.010165073999996822,0.001290813799960233,0.0016655321999678562,0.00024898979995668924
199,1.3534000117942924e-06,7.176320000326086e-05,7.780679993629747e-05,0.00013314260008883138,0.00011305799998808652,0.010111549000066588,0.0012971344000561658,0.001656158800005869,0.00024123399998643436
200,1.3153999589121668e-06,7.088720003594063e-05,7.625499997629959e-05,0.00013510039993889223,0.0001127330000144866,0.010189067400006024,0.0013027737999891543,0.0017443427999751294,0.0002381885999966471
201,1.2508000509114936e-06,7.140579996303131e-05,7.979799997883674e-05,0.00013900760000069569,0.00011399579993849329,0.010643343600031585,0.001312233999988166,0.0012520956001026208,0.00024571059998379496
202,1.2252499459464161e-06,7.000579998930334e-05,8.141299995259032e-05,0.00013727499999731662,0.0001148610000655026,0.010472407600082079,0.0013197779999700287,0.0016915996000534505,0.0002462533999278094
203,1.2081999557267408e-06,7.051100010357914e-05,8.215119996748398e-05,0.00013894479993723508,0.00011511600005178479,0.010554036200028349,0.0013301952000347229,0.0017047826000180066,0.0003233592000015051
204,1.4136000118014635e-06,6.995639996603132e-05,8.024280000427098e-05,0.00013896599998588499,0.00011569180001060885,0.010764126800040685,0.0013376637999954256,0.001801912800010541,0.0002678124000340176
205,1.3084000329399715e-06,7.254600004671374e-05,8.14555999568256e-05,0.00013967880004202017,0.00011643520001598517,0.010816080399990824,0.0013380775999848992,0.0017136954000307014,0.0002548000000388129
206,1.2372000128380023e-06,7.212800001070719e-05,8.379300002161471e-05,0.00013835599997946701,0.00011749060004149215,0.010882480600002964,0.0013395225999829562,0.0017413430000488006,0.0002932719999989786
207,1.1897999684151727e-06,7.179459989856696e-05,8.115059999909135e-05,0.00013888559997212723,0.00011753439994208748,0.011105892599971412,0.0013550646000112464,0.0017336176000299019,0.0002638503999605746
208,1.177199965241016e-06,7.393159994535381e-05,8.219160008593462e-05,0.00014028179998604173,0.00011529240005074826,0.011081979000073261,0.0013630107999233587,0.0018353352000303857,0.000347487000090041
209,1.2875999345851597e-06,7.215899995571817e-05,8.307959992635006e-05,0.00014106900002843758,0.0001188731999718584,0.011289195200106406,0.0013640156000292337,0.0017743501999575527,0.0002663758000380767
210,1.2589999641932082e-06,7.19714000751992e-05,8.269920003840525e-05,0.000141327800020008,0.0001190846000554302,0.011019675199986523,0.0013311539999904197,0.0017729085999690143,0.0002779143999759981
211,1.277999990634271e-06,7.298580003407551e-05,8.158740001817932e-05,0.00014415980003832374,0.00011978160000580829,0.011585351000076117,0.001390193199949863,0.0017880654000236972,0.00028878160010208375
212,1.3116000445734244e-06,7.419539997499669e-05,8.309239997288387e-05,0.0001427065999905608,0.00012061559996254801,0.011569040800031872,0.0013895688000047813,0.00188704979996146,0.0002806012000746705
213,1.4326000382425263e-06,7.345860003624694e-05,8.205439999073861e-05,0.00014472159996330446,0.00012009359993498947,0.011675927199985382,0.0013990519999879324,0.001812370400011787,0.00039512380003543514
214,1.263000149265281e-06,7.312220000130765e-05,8.234960000663705e-05,0.00014442300007431186,0.0001208935999784444,0.011831228599976384,0.0014043266001408483,0.0018348212000091734,0.00028090640003028964
215,1.2266000339877792e-06,7.424260006700933e-05,8.309900003951043e-05,0.00014555219995600056,0.00012100240001018392,0.011905272600097305,0.0010206850000486155,0.0018615544000113004,0.0004166495999925246
216,1.3285999557410833e-06,7.443979998242867e-05,8.273459998235922e-05,0.00014603560002797168,0.00012333080003372742,0.011985526599983132,0.001417429399998582,0.001865357600081552,0.00029220239994174333
217,1.2385999525577063e-06,7.342140006585395e-05,8.259699998234283e-05,0.00014602659998672607,0.00012215540000397594,0.011970153600077537,0.0014260092000768054,0.0018487606000235246,0.00029947880002509917
218,1.1577999885048485e-06,7.285480000973621e-05,8.252539996647101e-05,0.00014719380001224636,0.00012370819995339845,0.012424345800036462,0.0014331879999645025,0.0017341364000003523,0.00030131740004435414
219,1.3328000022738707e-06,7.333239996114571e-05,8.470200000374462e-05,0.00014788300004511256,0.00012362719994598592,0.01257493559996874,0.0014404550000108429,0.0015887453999766875,0.0002907507999225345
220,1.2821999916923233e-06,7.38187999559159e-05,8.359779999409512e-05,0.00014801339993937291,0.00012382419990899506,0.01257625199996255,0.0014422840000406722,0.0016028795999773137,0.00030467040000985434
221,1.316599991696421e-06,7.372660002147313e-05,8.44621999476658e-05,0.00014902420002727013,0.000124470799937626,0.012630158600040886,0.0014550488000168115,0.0015295371999400232,0.0003026825999313587
222,1.3656000191986096e-06,7.410160005747458e-05,8.382400005757518e-05,0.00015006239996182558,0.0001253268000709795,0.012699142399969787,0.0014634885999839752,0.0014373836000686423,0.00029627240005538626
